pid,found,majorcat,school,college_area,sex,age,graduy,gradum,industry,occupation,firm_size2,firm_size,firm_type,job_status,worktime1,worktime2,worktime3,income,health_insur,employ_insur,labor_union,labor_union2,gpa,leave_of_absence,graduate_college,arba,language_train,job_train,certification,birth_area,living_area,faedu,maedu,pre_parent_income,parent_income,military,weight,year,col_code,experience,colcode_2,elite_college,edu,general_highschool,transfer,career_ready,college_satisfaction,stem_major,lnincome,worktime,hourly_income,ln_hourly_income,lnworktime
117308,3,7,2,8,1,28.66666666666667,2015,2,91,5,1,1,8,4,45,0,0,314.56342,1,1,2,,4.3,1,33,1,1,2,1,13,6,6,3,6,5,1,46.18523798891135,15,53085000,15,530850,0,1,1,0,6,1.8571428,0,5.7511859,45,16256.507,9.6962481,3.8066626
117314,3,7,2,8,1,27.5,2015,2,91,5,1,1,1,1,40,6,4,314.56342,1,1,2,,3.9,1,31,1,2,2,1,1,8,2,1,3,3,1,46.18523798891135,15,53085000,25,530850,0,1,1,0,0,4,0,5.7511859,50,14630.856,9.590888,3.9120231
117352,3,7,2,10,1,27.16666666666667,2015,2,65,1,9,6,1,1,40,0,0,611.30157,1,1,2,,4,1,,2,2,2,1,1,1,4,4,4,4,1,48.78539377416601,15,53069000,19,530690,0,1,1,0,0,3,0,6.4155903,40,35540.789,10.478436,3.6888795
117358,3,7,2,11,1,27.25,2015,2,84,1,3,3,5,1,40,0,0,130.01955,1,2,2,,4,1,,2,2,2,2,1,8,6,6,7,7,1,43.81187181437837,15,53007000,3,530070,0,1,1,0,6,3,0,4.8676848,40,7559.2759,8.9305305,3.6888795
117362,3,7,2,11,2,24,2015,2,47,7,1,1,1,2,40,0,0,62.912682,1,1,2,,4,2,,2,2,2,2,8,8,6,6,6,6,0,62.92426525085482,15,53030000,18,530301,0,1,0,0,0,3,0,4.141748,40,3657.7141,8.2045937,3.6888795
117378,3,7,2,11,2,24.75,2014,8,85,5,3,3,3,2,40,10,8,209.70894,1,1,2,,3.5,2,,2,2,2,2,8,8,3,3,8,5,0,73.82478405113962,15,63202000,8,632020,0,1,1,0,0,3,0,5.3457208,58,8408.5381,9.0370026,4.0604429
117402,3,7,2,3,2,24.41666666666667,2015,2,84,5,2,2,3,1,40,0,0,340.77704,1,1,2,,2.9,2,,2,2,2,2,5,14,4,4,4,4,0,57.54382752337042,15,53017000,20,530170,0,1,1,0,0,4.1428571,0,5.8312283,40,19812.619,9.8940744,3.6888795
117418,3,7,2,14,1,28.5,2015,2,91,5,3,3,4,1,40,0,0,230.67984,1,1,2,,3.3,2,,2,2,2,1,1,5,4,4,4,4,1,53.70229348081756,15,63210000,20,632100,0,1,1,1,0,2.5714285,0,5.441031,40,13411.618,9.5038767,3.6888795
117423,3,7,2,15,1,27.16666666666667,2015,2,25,9,5,5,1,1,40,8,2,209.70894,1,1,2,,2.9,1,,1,2,2,1,15,15,4,4,3,3,1,59.59306288973193,15,53009000,11.5,530090,0,1,0,0,0,3,0,5.3457208,50,9753.9043,9.1854229,3.9120231
117430,3,7,2,6,1,27.08333333333333,2014,8,86,1,9,9,1,1,40,0,0,125.82536,1,1,1,2,3.5,1,,1,2,2,2,6,6,6,7,6,6,1,56.9883725888695,15,53097000,10,530970,0,1,1,0,0,3,0,4.8348951,40,7315.4282,8.8977413,3.6888795
117431,3,7,2,6,1,26.83333333333333,2014,8,90,1,1,1,1,2,6,0,0,31.456341,3,3,2,,4,1,,2,2,2,2,4,6,6,6,2,5,1,56.9883725888695,15,53097000,1,530970,0,1,1,0,1,3.1428571,0,3.4486005,6,12192.38,9.4085665,1.7917595
117434,3,7,2,6,1,27.33333333333333,2015,2,96,7,2,2,8,4,60,0,0,262.13617,1,1,2,,3,1,,1,2,2,2,15,15,5,4,4,4,1,50.60977343996964,15,53127000,7.5,531270,0,1,1,0,3,1,0,5.5688639,60,10160.316,9.2262449,4.0943446
117436,3,7,2,6,2,24.33333333333333,2015,2,56,6,1,1,1,2,42,0,0,125.82536,2,2,2,,3.8,2,,1,2,2,1,5,6,4,6,3,4,0,48.55513301053268,15,53134000,8,531340,0,1,1,0,0,2.2857144,0,4.8348951,42,6967.0742,8.8489504,3.7376697
117444,3,7,2,12,1,26.58333333333333,2014,8,30,9,6,5,1,1,40,0,0,157.28171,1,1,2,,3.5,1,,1,2,2,1,10,10,4,4,4,4,1,46.77505477231445,15,53086000,10.5,530860,0,1,1,0,0,3.2857144,0,5.0580387,40,9144.2852,9.1208839,3.6888795
117445,3,7,2,12,2,24,2015,2,84,3,9,6,5,1,40,0,0,115.33992,1,1,2,,3.9,2,,2,2,2,1,13,8,4,3,4,4,0,46.3607241944812,15,53086000,20,530860,0,1,0,0,0,3.8571429,0,4.7478838,40,6705.8091,8.810729,3.6888795
117452,3,7,2,12,1,26.58333333333333,2015,2,76,7,9,3,1,1,40,0,0,241.16528,1,1,1,1,3.2,1,,1,2,2,2,1,1,4,4,3,2,1,50.61537556608383,15,63207000,29,632070,0,1,1,0,3,4,0,5.4854827,40,14021.237,9.5483284,3.6888795
117461,1,7,2,16,1,25.66666666666667,2015,2,85,5,5,5,6,2,40,8,1,141.55354,1,1,3,,4,1,31,2,2,2,1,8,1,6,5,4,4,1,48.8398762756381,15,51018000,18,510180,0,1,1,0,1,3.2857144,0,4.9526782,49,6718.251,8.812583,3.8918202
117462,4,7,2,1,2,25.08333333333333,2015,2,85,1,1,1,1,2,32,0,0,136.31081,1,1,2,,3.2,1,,1,2,2,2,1,1,6,6,8,8,0,26.81081107364885,15,51012000,1,510120,1,2,1,0,0,3.1428571,0,4.9149375,32,9906.3086,9.2009268,3.4657359
117478,3,7,2,1,2,25.16666666666667,2015,2,85,3,6,6,6,1,40,0,0,136.31081,1,1,1,3,3.8,1,,1,2,2,2,1,8,6,6,3,3,0,30.59753193600358,15,53068000,18,530680,1,2,1,0,1,2.4285715,0,4.9149375,40,7925.0469,8.9777832,3.6888795
117481,3,7,2,1,2,25.5,2015,2,85,1,6,6,6,1,40,0,0,142.60208,1,1,2,,3.9,1,31,1,2,2,1,5,5,6,6,5,5,0,30.18300125903195,15,53073000,18,530730,1,2,1,0,1,4.5714288,0,4.9600582,40,8290.8184,9.0229044,3.6888795
117504,3,7,2,8,2,25.58333333333333,2015,2,75,1,9,8,1,2,40,4,1,167.76715,1,1,3,,3.8,2,,1,2,2,1,1,1,6,7,5,5,0,26.78734117171933,15,53085000,6,530850,0,1,1,0,3,2.5714285,0,5.1225772,45,8670.1367,9.0676403,3.8066626
117514,3,7,2,4,2,23.58333333333333,2015,2,56,1,1,1,1,2,38,0,0,125.82536,2,2,2,,4.1,2,,1,2,2,1,5,11,4,5,7,7,0,29.89164241201034,15,53050000,6.5,530500,0,1,1,0,2,3.2857144,0,4.8348951,38,7700.4507,8.9490337,3.6375861
117538,1,7,2,14,2,23.58333333333333,2015,2,85,3,3,3,1,1,30,0,0,136.31081,2,2,3,,4.2,2,,2,2,2,2,14,14,4,4,3,8,0,23.95893249051182,15,51014000,9,510140,0,1,1,0,1,3.5714285,0,4.9149375,30,10566.729,9.2654657,3.4011974
117545,3,7,2,14,2,25.16666666666667,2015,2,85,3,1,1,1,2,24,1,0,83.883575,2,2,2,,3.5,2,,1,2,2,2,3,3,5,4,7,7,0,32.39382434354771,15,53081000,16,530810,0,1,1,0,0,3.2857144,0,4.42943,25,7803.1235,8.9622793,3.2188759
117546,1,7,2,15,1,27.75,2015,2,85,1,9,9,6,2,40,5,2,209.70894,1,1,3,,3.8,1,,1,2,2,1,15,15,4,4,4,3,1,26.70843434708368,15,51019000,10.5,510190,0,1,1,0,1,2.7142856,0,5.3457208,47,10376.494,9.2472982,3.8501475
117549,1,7,2,6,2,24.41666666666667,2015,2,73,6,2,2,1,1,60,0,0,146.79626,2,2,2,,3.7,2,,1,2,2,1,12,8,6,4,2,6,0,30.03952914195212,15,51016000,9.5,510160,1,2,1,0,1,3.4285715,0,4.9890456,60,5689.7778,8.6464262,4.0943446
117560,3,7,2,1,2,28.08333333333333,2015,2,47,1,4,4,1,2,40,0,0,209.70894,2,2,2,,4,1,,2,1,2,2,15,1,7,4,5,5,0,15.03742807074834,15,53006000,3,530060,1,2,1,0,0,2.7142856,0,5.3457208,40,12192.38,9.4085665,3.6888795
117566,3,7,2,1,2,27.08333333333333,2014,8,71,5,6,6,1,1,40,0,0,209.70894,1,1,3,,3.7,1,,1,1,2,1,8,8,6,6,6,6,0,14.18805043960561,15,53042000,7.5,530420,0,1,1,0,4,3.5714285,0,5.3457208,40,12192.38,9.4085665,3.6888795
117574,3,7,2,1,2,26.66666666666667,2014,8,85,3,2,2,1,1,20,0,0,94.369026,2,2,2,,3.5,1,,1,2,2,2,1,1,6,6,3,3,0,14.33376609908878,15,53091000,25,530910,1,2,1,0,1,2.4285715,0,4.5472131,20,10973.143,9.3032064,2.9957323
117580,3,7,2,1,2,27.25,2014,8,58,1,9,9,1,1,40,20,4,262.13617,1,1,2,,3.4,1,,1,2,1,1,1,1,2,4,6,6,0,14.3291087449476,15,53123000,15,531230,1,2,1,0,1,3.5714285,0,5.5688639,64,9525.2969,9.161706,4.1588831
117605,3,7,2,1,2,26,2014,8,85,3,1,1,6,3,6,0,0,62.912682,3,1,2,,4,1,31,1,2,2,1,1,1,7,7,8,8,0,16.79369067033593,15,53018000,22,530180,1,2,1,0,0,1.8571428,0,4.141748,6,24384.76,10.101713,1.7917595
117608,3,7,2,1,1,26.33333333333333,2015,2,84,3,9,9,5,1,40,12,0,230.67984,1,1,2,,4.3,2,,1,2,2,1,5,9,4,4,5,5,1,12.75076954302821,15,53055000,18,530550,1,2,1,0,0,4.1428571,0,5.441031,52,10316.63,9.2415123,3.9512436
117617,3,7,2,1,2,26.08333333333333,2015,2,85,3,2,2,1,1,40,0,0,188.73805,1,1,2,,3.8,2,31,1,2,2,2,6,1,7,7,8,0,0,17.50568811492099,15,53130000,19,531300,1,2,1,0,0,2,0,5.2403603,40,10973.143,9.3032064,3.6888795
117624,3,7,2,8,2,26,2014,8,85,3,9,1,1,1,12,3,1,41.941788,1,1,2,,3.7,2,,2,2,1,2,8,8,6,4,7,5,0,17.08474598833374,15,53013000,30,530130,1,2,1,0,2,3.5714285,0,3.7362826,16,6096.1899,8.7154188,2.7725887
117626,3,7,2,8,2,27.5,2015,2,85,1,,,6,1,40,0,0,115.33992,1,1,2,,3.8,2,31,2,2,2,2,3,8,4,4,4,4,0,16.7794141725181,15,53038000,18,530380,0,1,1,0,0,4,0,4.7478838,40,6705.8091,8.810729,3.6888795
117627,3,7,2,8,1,28,2015,2,85,3,1,1,1,4,30,0,0,104.85447,1,1,2,,3.8,1,,2,2,2,2,11,11,6,7,5,5,1,16.21324834535918,15,53072000,12,530720,0,1,1,0,0,2.2857144,0,4.6525736,30,8128.2534,9.0031013,3.4011974
117628,3,7,2,8,2,25.25,2015,2,63,5,2,2,1,1,40,0,0,136.31081,1,1,2,,3.6,2,,1,2,2,2,5,5,5,4,5,5,0,17.68445746983998,15,53072000,3,530720,0,1,1,0,2,3.1428571,0,4.9149375,40,7925.0469,8.9777832,3.6888795
117662,3,7,2,1,2,24.91666666666667,2014,8,33,9,1,1,1,5,6,2,3,419.41788,2,2,2,,3,1,,2,2,2,1,6,1,6,6,6,6,0,34.88809786286107,15,53070000,6,530700,1,2,1,0,0,3.1428571,0,6.038868,11,88671.859,11.392698,2.3978953
117672,3,7,2,8,1,28.5,2015,2,59,7,9,9,1,1,40,12,3,314.56342,1,1,2,,3,1,,2,2,2,2,1,1,6,6,6,6,1,40.13990895914861,15,53049000,8,530490,1,2,1,0,0,4,0,5.7511859,55,13300.778,9.4955778,4.0073333
117705,3,7,2,2,2,25.5,2015,2,85,3,5,5,6,2,40,0,0,157.28171,1,1,1,3,3.5,2,,2,2,2,2,7,7,4,4,3,3,0,33.85614577218616,15,53153000,7,531531,0,1,1,0,0,3,0,5.0580387,40,9144.2852,9.1208839,3.6888795
117727,3,7,2,8,2,25.5,2015,2,85,3,3,3,6,1,40,0,0,209.70894,1,1,2,,3.8,2,,2,2,2,2,15,15,6,6,5,4,0,30.5108590536708,15,53099000,18,530991,0,1,1,0,0,4,0,5.3457208,40,12192.38,9.4085665,3.6888795
117744,3,7,2,11,1,26.75,2015,2,56,7,1,1,1,5,30,0,0,104.85447,3,3,2,,3.9,1,,2,2,2,2,1,1,7,6,4,4,1,30.01970483953992,15,53101000,9,531010,0,1,1,0,0,3.5714285,0,4.6525736,30,8128.2534,9.0031013,3.4011974
117750,3,7,2,2,2,24.33333333333333,2015,2,59,7,9,5,1,2,30,10,8,104.85447,1,1,3,,4,2,,2,2,2,2,7,2,6,6,7,7,0,27.43171943332092,15,53012000,27,530120,0,1,1,0,0,4,0,4.6525736,48,5080.1582,8.5330973,3.871201
117771,3,7,2,6,2,23.75,2015,2,56,6,1,1,1,2,20,0,0,57.66996,2,2,2,,4,2,,1,2,2,2,13,13,3,3,2,2,0,24.34064176446554,15,53134000,8.5,531340,0,1,1,0,1,2.4285715,0,4.0547366,20,6705.8091,8.810729,2.9957323
117776,3,7,2,12,2,25.83333333333333,2014,8,85,3,1,1,1,4,30,0,0,83.883575,1,2,2,,3.3,1,,2,2,2,2,12,12,4,4,6,5,0,24.53386445594887,15,53096000,6.5,530960,0,1,1,0,1,3.5714285,0,4.42943,30,6502.6025,8.7799578,3.4011974
117779,1,7,2,13,2,25.25,2015,2,85,3,9,4,1,1,40,0,0,167.76715,2,2,2,,4.2,1,,1,2,2,2,12,12,4,6,6,6,0,23.51992851563502,15,51008000,8,510080,0,1,1,0,2,3.8571429,0,5.1225772,40,9753.9043,9.1854229,3.6888795
117788,3,7,2,1,2,23.25,2015,2,90,5,5,5,3,2,24,15,3,157.28171,1,1,2,,3.1,2,,2,2,2,2,3,1,7,4,5,6,0,12.8718244832798,15,53091000,13.5,530910,1,2,1,0,1,3.2857144,0,5.0580387,42,8708.8428,9.072094,3.7376697
117792,3,7,2,1,1,23.5,2015,2,90,5,5,5,3,2,40,0,0,146.79626,1,1,2,,3.7,2,31,2,2,2,2,6,1,6,7,6,6,1,11.14625140453643,15,53123000,1,531230,1,2,1,0,1,3.5714285,0,4.9890456,40,8534.667,9.0518913,3.6888795
117800,3,7,2,8,2,24.33333333333333,2015,2,90,5,3,3,9,3,50,6,6,104.85447,2,2,2,,4.3,2,,1,2,2,2,1,1,4,4,3,3,0,12.17042671262798,15,53085000,30,530850,0,1,1,0,0,3,0,4.6525736,62,3933.0259,8.2771645,4.1271343
117809,1,7,2,3,2,25.08333333333333,2015,2,84,3,4,4,6,2,9,0,0,94.369026,2,2,3,,3.4,2,,2,2,2,1,3,3,6,6,7,7,0,13.34215923785549,15,51003000,12,510030,1,2,1,0,0,3.7142856,0,4.5472131,9,24384.762,10.101714,2.1972246
117814,1,7,2,6,2,24,2015,2,84,3,6,6,4,2,20,0,0,167.76715,1,1,2,,3.9,2,31,1,2,2,1,7,5,6,6,5,5,0,13.64776037164947,15,51016000,18,510160,1,2,1,0,1,4,0,5.1225772,20,19507.809,9.8785706,2.9957323
117818,3,7,2,12,1,25.66666666666667,2015,2,85,3,4,4,6,1,6,0,0,94.369026,2,2,1,3,3.5,1,31,2,2,2,1,12,12,6,4,5,5,1,11.30049886989244,15,53086000,12,530860,0,1,1,0,0,4.1428571,0,4.5472131,6,36577.141,10.507178,1.7917595
117819,3,7,2,12,2,24.25,2015,2,56,7,1,1,1,2,8,0,0,56.621414,1,1,3,,4,2,31,2,2,2,1,8,12,2,2,3,3,0,11.20042500699412,15,53086000,19,530860,0,1,1,0,2,2.2857144,0,4.0363874,8,16459.713,9.7086706,2.0794415
117865,3,7,2,8,2,24,2015,2,85,3,1,1,6,1,48,0,0,157.28171,1,1,2,,3.2,2,,2,2,2,2,1,8,5,4,5,5,0,29.01358612790383,15,53126000,16,531260,0,1,1,1,0,2.4285715,0,5.0580387,48,7620.2378,8.9385624,3.871201
117869,3,7,2,4,2,24.41666666666667,2015,2,85,3,5,5,6,1,3,0,0,83.883575,2,2,2,,3.9,2,,1,2,2,1,13,13,3,3,6,6,0,32.1308870246657,15,53050000,18,530500,0,1,1,0,3,4.4285712,0,4.42943,3,65026.027,11.082542,1.0986123
117882,3,7,2,3,2,25.33333333333333,2015,2,85,3,9,3,1,2,24,0,0,167.76715,2,2,2,,3.9,1,,1,2,2,2,3,3,6,4,8,1,0,32.89027403042785,15,53017000,19,530170,0,1,1,0,0,1.7142857,0,5.1225772,24,16256.507,9.6962481,3.1780539
117891,3,7,2,14,1,26.58333333333333,2015,2,47,6,1,1,1,2,15,0,0,62.912682,1,1,2,,3.8,1,31,2,2,2,2,3,3,6,4,5,5,1,35.77936314636043,15,53081000,2,530810,0,1,0,0,0,3.5714285,0,4.141748,15,9753.9043,9.1854229,2.7080503
117894,3,7,2,14,2,24.16666666666667,2015,2,85,3,1,1,1,1,25,2,1,83.883575,2,2,2,,3.8,2,,1,2,2,2,14,14,6,7,5,6,0,34.82053615290925,15,53081000,16,530810,0,1,1,0,0,3.2857144,0,4.42943,28,6967.0742,8.8489504,3.3322046
117931,3,7,2,14,1,27.33333333333333,2015,2,90,5,4,4,4,2,9,0,0,83.883575,2,2,2,,4,1,31,2,2,2,1,14,14,3,3,3,2,1,25.12901234125559,15,53081000,6,530810,0,1,0,0,1,3,0,4.42943,9,21675.342,9.9839306,2.1972246
117939,3,7,2,1,2,25.08333333333333,2015,2,85,5,1,1,1,2,30,0,0,83.883575,3,3,2,,3.9,1,,1,2,2,2,1,1,4,4,6,6,0,14.44081075089517,15,53055000,3,530550,1,2,1,0,0,3.2857144,0,4.42943,30,6502.6025,8.7799578,3.4011974
117957,3,7,2,8,1,26.08333333333333,2015,2,56,6,8,2,1,2,18,12,4,52.427235,2,2,2,,3.8,1,,1,2,2,1,8,5,4,4,4,1,1,15.90568603976651,15,53072000,1.5,530720,0,1,1,0,0,2.5714285,0,3.9594262,34,3585.9941,8.1847906,3.5263605
117966,3,7,2,14,2,26.33333333333333,2015,2,85,3,1,1,1,2,48,0,0,125.82536,2,2,2,,3.8,1,,1,2,2,1,3,3,4,4,4,4,0,13.21851488921024,15,53033000,5.3333335,530330,0,1,1,0,0,2.2857144,0,4.8348951,48,6096.1899,8.7154188,3.871201
117977,3,7,2,1,2,24.58333333333333,2015,2,85,3,1,1,1,5,40,8,4,209.70894,3,3,3,,3.8,2,,1,2,2,2,1,8,7,6,3,5,0,28.29046489065822,15,53095000,12,530950,0,1,1,0,1,3.1428571,0,5.3457208,52,9378.7539,9.1462021,3.9512436
117988,3,7,2,8,2,24.58333333333333,2015,2,56,1,2,2,1,1,40,0,0,188.73805,1,1,2,,3.5,1,,1,2,2,1,8,8,6,4,1,3,0,23.03336041771786,15,53108000,13,531080,0,1,0,0,0,1.8571428,0,5.2403603,40,10973.143,9.3032064,3.6888795
118000,3,7,2,11,2,24.08333333333333,2015,2,86,6,3,3,1,1,40,0,0,146.79626,1,1,2,,3.8,2,,2,2,2,1,4,4,6,6,4,4,0,23.12595504687827,15,53098000,10,530980,0,1,1,0,3,3.8571429,0,4.9890456,40,8534.667,9.0518913,3.6888795
118004,3,7,2,11,2,26.58333333333333,2015,2,52,1,3,3,1,2,36,0,0,104.85447,2,2,2,,3.6,2,,1,2,2,1,6,12,6,4,5,4,0,25.9142277533165,15,53119000,3,531190,0,1,0,1,3,2.8571429,0,4.6525736,36,6773.5444,8.8207798,3.583519
118026,3,7,2,13,2,23.83333333333333,2015,2,85,3,1,1,1,2,5,0,0,83.883575,2,2,2,,3,2,,1,2,2,1,13,6,4,4,3,0,0,24.21074266980748,15,53044000,29,530440,0,1,0,0,1,4.2857141,0,4.42943,5,39015.617,10.571717,1.6094379
118029,3,1,1,1,2,22.5,2015,2,56,6,5,4,2,2,40,0,0,136.31081,2,2,2,,4,2,,1,2,1,2,8,8,4,4,3,3,0,21.09437910071619,15,73061000,8,730610,0,0,0,0,3,3.8571429,0,4.9149375,40,7925.0469,8.9777832,3.6888795
118055,3,1,1,8,2,23.33333333333333,2015,2,85,1,6,6,6,2,40,8,8,152.03899,3,3,3,,3.3,2,,1,2,2,2,8,8,6,4,3,3,0,29.52013219058616,15,73047000,19,730470,0,0,1,0,5,3,0,5.024137,56,6313.9116,8.7505102,4.0253515
118059,3,1,1,8,2,22.16666666666667,2015,2,47,7,2,2,1,2,30,0,0,83.883575,1,1,2,,4,2,,2,2,2,2,1,1,4,4,6,6,0,27.06925567836935,15,73098000,6,730980,0,0,1,0,1,3.5714285,0,4.42943,30,6502.6025,8.7799578,3.4011974
118062,3,1,1,8,1,24.58333333333333,2015,2,47,7,1,1,1,1,40,5,0,115.33992,2,2,2,,3.9,1,,1,2,2,2,5,5,5,4,5,5,1,33.88905302412072,15,73111000,4,731110,0,0,1,0,3,3.8571429,0,4.7478838,45,5960.7192,8.6929464,3.8066626
118078,3,1,1,11,2,21.83333333333333,2015,2,58,2,7,7,1,2,6,0,0,178.25259,1,1,3,,3.3,2,,1,2,2,1,1,1,6,6,3,3,0,43.31821980853849,15,73130000,10.5,731300,0,0,1,0,3,2.7142856,0,5.1832018,6,69090.156,11.143167,1.7917595
118089,3,1,1,16,1,24.16666666666667,2015,2,52,1,9,5,1,1,45,5,0,241.16528,1,1,2,,3.5,1,,2,2,2,1,16,16,4,4,4,4,1,18.28524271966985,15,73119000,11,731190,0,0,0,0,0,3.5714285,0,5.4854827,50,11216.99,9.3251848,3.9120231
118101,3,1,1,1,2,22.33333333333333,2015,2,46,1,1,1,1,1,45,0,0,146.79626,1,1,2,,3,2,,1,2,2,2,8,8,4,4,2,2,0,31.19934163569104,15,73064000,8,730640,0,0,1,0,0,3,0,4.9890456,45,7586.3701,8.9341087,3.8066626
118116,3,1,1,1,2,22,2015,2,85,3,1,1,1,2,30,0,0,104.85447,1,1,3,,4,2,,2,2,2,2,8,8,3,3,3,5,0,32.29383267237355,15,73141000,7,731410,0,0,1,0,2,4,0,4.6525736,30,8128.2534,9.0031013,3.4011974
118117,3,1,1,1,2,23.58333333333333,2015,2,75,7,2,2,1,1,40,0,0,157.28171,1,1,2,,3,2,,2,2,2,2,1,1,6,4,3,3,0,32.29383267237355,15,73141000,23,731410,0,0,1,0,0,3,0,5.0580387,40,9144.2852,9.1208839,3.6888795
118130,3,1,1,8,2,21.75,2015,2,75,1,8,8,1,1,45,1,0,188.73805,1,1,2,,3.8,2,,1,2,2,2,3,8,4,4,4,4,0,43.99069029447587,15,73096000,12,730960,0,0,1,0,4,2.7142856,0,5.2403603,46,9541.8633,9.1634445,3.8286414
118154,3,1,1,2,1,25.5,2015,2,46,1,3,3,1,1,55,22,6,241.16528,1,1,2,,4.3,2,,1,1,2,2,2,8,6,6,8,2,1,37.50646056599231,15,73069000,18,730690,0,0,1,0,4,3,0,5.4854827,83,6757.2227,8.818367,4.4188404
118155,3,1,1,15,2,22.58333333333333,2015,2,75,6,5,1,1,1,45,0,0,136.31081,1,1,2,,3.8,2,,1,2,2,2,15,15,4,4,3,3,0,29.93979620163623,15,73060000,9,730600,0,0,1,0,2,1.5714285,0,4.9149375,45,7044.4863,8.8600006,3.8066626
118163,3,1,1,1,1,25.91666666666667,2015,2,29,9,6,6,2,2,40,0,0,199.2235,1,1,2,,3.8,1,,1,2,2,2,8,8,4,4,4,4,1,35.05652932860234,15,73061000,7,730610,0,0,1,0,0,2.2857144,0,5.2944274,40,11582.762,9.3572731,3.6888795
118178,3,1,1,1,2,24.25,2015,2,65,1,6,3,4,1,40,3,0,262.13617,2,2,2,,3.6,2,,1,2,2,2,1,1,6,6,6,6,0,39.04149680334501,15,73141000,1,731410,0,0,1,0,1,4.1428571,0,5.5688639,43,14177.186,9.5593891,3.7612002
118184,3,1,1,8,1,24.33333333333333,2015,2,47,7,9,3,2,1,40,0,0,262.13617,1,1,2,,3.7,1,,2,2,2,2,8,8,6,6,6,5,1,55.83544528513328,15,73038000,10,730380,0,0,1,0,1,3.2857144,0,5.5688639,40,15240.475,9.6317101,3.6888795
118190,3,1,1,8,2,24.83333333333333,2015,2,26,9,9,9,1,1,56,0,0,262.13617,1,1,1,1,4,2,,2,2,2,1,3,8,2,2,6,7,0,48.62771694223488,15,73059000,60,730590,0,0,0,0,1,3.4285715,0,5.5688639,56,10886.054,9.2952375,4.0253515
118195,3,1,1,8,2,22.5,2015,2,56,6,4,4,2,2,30,0,0,125.82536,3,3,2,,3.9,2,,1,1,2,2,8,8,6,6,5,5,0,55.09682867736059,15,73085000,9,730850,0,0,1,0,1,3,0,4.8348951,30,9753.9043,9.1854229,3.4011974
118198,3,1,1,8,2,23.33333333333333,2015,2,56,6,9,3,1,1,25,0,0,94.369026,2,2,2,,3.4,2,,2,2,2,2,8,8,6,4,4,4,0,50.35910273537883,15,73089000,12,730890,0,0,1,0,0,3.2857144,0,4.5472131,25,8778.5137,9.0800619,3.2188759
118204,3,1,1,8,2,23.08333333333333,2015,2,75,6,2,2,1,1,40,0,0,157.28171,1,1,2,,3,1,,2,2,2,2,8,8,4,4,5,5,0,53.18264958084527,15,73096000,15,730960,0,0,1,0,0,2.7142856,0,5.0580387,40,9144.2852,9.1208839,3.6888795
118221,3,1,1,8,2,21.91666666666667,2015,2,68,7,2,2,1,1,40,0,0,157.28171,1,1,2,,3.5,2,,2,2,2,1,8,8,4,4,5,5,0,48.21126502522247,15,73147000,9,731470,0,0,1,0,0,3.1428571,0,5.0580387,40,9144.2852,9.1208839,3.6888795
118238,1,1,1,8,2,24.41666666666667,2015,2,73,5,1,1,5,1,40,0,0,178.25259,1,1,2,,3.9,2,,2,2,2,1,6,6,4,4,3,4,0,12.27153078313304,15,72009000,15,720090,0,0,0,0,3,3.8571429,0,5.1832018,40,10363.522,9.246047,3.6888795
118250,3,1,1,1,2,22.5,2015,2,58,1,2,2,1,1,40,0,0,146.79626,1,1,2,,4.3,2,,1,2,2,2,8,8,6,4,4,6,0,7.142056483889665,15,73061000,29,730610,0,0,1,0,2,3.2857144,0,4.9890456,40,8534.667,9.0518913,3.6888795
118256,3,1,1,1,2,22,2015,2,42,1,3,3,1,1,40,0,0,167.76715,1,1,2,,3.4,2,,2,2,2,1,8,1,6,4,5,5,0,6.704474235086523,15,73078000,2.5,730780,0,0,1,0,2,2.2857144,0,5.1225772,40,9753.9043,9.1854229,3.6888795
118257,3,1,1,1,2,22.33333333333333,2015,2,75,7,3,3,1,1,40,0,0,209.70894,1,1,2,,3,2,,2,2,2,2,8,8,4,4,5,5,0,6.704474235086523,15,73078000,5,730780,0,0,1,0,0,2.8571429,0,5.3457208,40,12192.38,9.4085665,3.6888795
118278,3,1,1,8,1,26,2015,2,47,7,7,2,1,1,45,0,0,251.65073,1,1,1,1,3.6,1,,1,2,2,2,1,1,4,3,7,7,1,12.13885778326838,15,73077000,3,730770,0,0,1,0,1,3.7142856,0,5.5280423,45,13005.205,9.4731045,3.8066626
118279,3,1,1,8,2,24.75,2015,2,85,3,1,1,8,5,6,0,0,36.699066,2,2,2,,3.7,1,,1,2,2,2,1,1,7,6,6,6,0,10.70029337855288,15,73077000,3,730770,0,0,1,0,3,3.7142856,0,3.6027513,6,14224.444,9.5627174,1.7917595
118287,3,1,1,8,2,22.16666666666667,2015,2,56,6,9,2,1,1,48,0,0,157.28171,1,1,2,,3.5,2,,1,2,2,2,8,8,4,4,5,6,0,10.3971481331389,15,73114000,2,731140,0,0,1,0,0,1.8571428,0,5.0580387,48,7620.2378,8.9385624,3.871201
118292,3,1,1,12,1,23.83333333333333,2015,2,63,5,2,2,1,1,60,28,2,83.883575,2,2,2,,3.8,1,,1,2,2,1,1,8,4,4,2,2,1,6.819730221378676,15,73065000,5.5,730650,0,0,0,0,2,3.4285715,0,4.42943,90,2167.5342,7.6813455,4.4998097
